x,y
0.9914179536341139,0.30165386561468843
0.9940884292060915,0.3159803564710856
0.9698511337845945,0.2955083007415454
0.9758032089866819,0.3143291748852917
0.9867007184406198,0.2822633007713267
0.9682385563713632,0.27914371794546766
0.9496061470484056,0.2944273160739295
0.9522055025175241,0.3078424877483454
0.9320421556759695,0.3147900563705537
0.968298804778708,0.3246759530151317
0.9533076642143967,0.32207020294352656
0.9551955856653954,0.28281228119016194
0.9318925287019537,0.3295276012243424
0.9597343815608853,0.3355861151257394
0.9199755831790177,0.3095235306667739
0.9177097166542425,0.32629486144586967
0.9207810521556953,0.29355874166445145
0.9337714999948463,0.29610007504697405
0.9051216724101266,0.2835694206187574
0.9232633358871121,0.26933637005007754
0.9023692815492482,0.30356530325153513
0.9767589373788116,0.33438422330736384
0.9894026216811932,0.3301568872710879
0.9732630233727982,0.26315618695765924
0.9889930183172726,0.2662478484431525
0.948763496594155,0.34425026396788583
0.9752392004245469,0.35227675684405807
0.9594091378332531,0.3552796719920833
0.9383300430489055,0.2649092347683056
0.9603911487701957,0.2682476076547605
0.953463237481442,0.2574748013749415
0.9236135643940787,0.24771146500721894
0.9364119966369135,0.28282350305856047
0.9465783143573294,0.24431535124975
0.9895942747711568,0.3468681646636458
0.9824809191248762,0.36510902164331144
0.9600488250564788,0.36983594992397767
0.941664046657108,0.37097411108597333
0.9270789271917153,0.3490763242459175
0.9963829556867656,0.35797865048297695
0.9900610484557831,0.25100899716275
0.9663111394535835,0.2424221575103288
0.909853550641904,0.240872231641465
0.9051565925200523,0.2631685538853972
0.9242344294229593,0.22457686639968755
0.9110286003262027,0.22630159073971498
0.910306741255197,0.3594914996401518
0.9276897657177922,0.3663680010069263
0.934717568171935,0.38593618818847913
0.951096249313545,0.3834436485830272
0.9754302536681314,0.38620583616010856
0.9410277265149817,0.3563497321222387
0.8887632789815187,0.322514535530219
0.8850895933501112,0.29293409466951187
0.8783774433534681,0.31044777576337995
0.8918181192692701,0.2229784684893822
0.8893520306118828,0.2460613956197414
0.9324877971355275,0.23485237538160675
0.9521511680406528,0.2218813532125506
0.8822642491826294,0.2645994324014836
0.8904475320107705,0.27618877604827075
0.9879830612042884,0.40832431366426264
0.9900793576808415,0.38067151713825664
0.9691394874361543,0.4042366412863762
0.9989646796614329,0.3946065517314007
0.9371536726212325,0.21937565043361215
0.9171791800721153,0.21183387679754065
0.9289818696475347,0.2007726415739787
0.8732664753134127,0.23864907436361715
0.87994752373815,0.21520161652630485
0.8984118938618143,0.21089737094665076
0.8862238421052292,0.20080389784202898
0.8575769342445395,0.23894552918430614
0.8654785998429384,0.21794304937420084
0.9507014064998229,0.20619933585902878
0.9693184146022495,0.21909413042379017
0.9166814486611193,0.3901793982126662
0.9421348062940152,0.4070739569977865
0.9209440343094012,0.40412766742595885
0.9575077780036849,0.3959025305758108
0.977549728511022,0.2312985384856461
0.9893684963717663,0.22620439855495875
0.9034676083962876,0.31772267776061386
0.9547999587948299,0.1918031024102737
0.9383227905197267,0.18625819734499055
0.9688751935335798,0.20168187520047173
0.8496732288122028,0.22549990872012307
0.8539501346496531,0.2592438041707916
0.8352049914604848,0.23901334820734796
0.8750993350436902,0.2534690628162791
0.9561956479419625,0.1705595141014295
0.9728847190052724,0.18006818830526664
0.9824920005432375,0.19897182691758764
0.9839660682226508,0.2124095139216254
0.8482419478307927,0.2122532160225693
0.8623733955493277,0.2046097206435964
0.9719870974972757,0.1605531942464593
0.9858494254939707,0.1634195720009324
0.9887161607659254,0.18505478225812672
0.9771130014631088,0.13958866811252751
0.994631954498505,0.13966422446912824
0.9955077090974109,0.20343896519627278
0.9984421105706255,0.175073216191648
0.9089079653001993,0.41054097393417893
0.9009634520906911,0.37858809470691124
0.9149268307962889,0.37155031795903887
0.8752387401154199,0.27763636970407446
0.871108455044485,0.29562782118105685
0.862956030379495,0.2729974853955278
0.8894431849061737,0.18839115245684906
0.869859110126818,0.19349533867267865
0.8231720026873404,0.24342766183806144
0.8286685929359512,0.21901421604033605
0.8288140929360674,0.2549061105004736
0.8132758740126683,0.22922828122233851
0.8834521956372888,0.3959820369117358
0.8936089154658511,0.3604343283394226
0.8797587876525818,0.37843295835933377
0.9045345615418283,0.3947313325309566
0.9219621919849322,0.4267076411509276
0.8903713120070749,0.4145105409780559
0.8952239637695142,0.42935586198087594
0.9995685076270171,0.15627183780656084
0.8146086639812853,0.2741343415133481
0.8364429781338318,0.2739461086557714
0.8423307333009761,0.2511507423109348
0.8095929568951603,0.25639658592193454
0.8536275394470815,0.28456534429861935
0.9111611046780057,0.1925064570825791
0.9273763099856049,0.17720802932381433
0.8606126006293956,0.1814388761837292
0.8517701814440125,0.19357724908658647
0.877104299130569,0.1732609943442468
0.9512034677479491,0.1497346798509794
0.8391170032461329,0.20242353988978692
0.7972836772474369,0.23020020202746352
0.810399212210565,0.20490546509486987
0.865157472864343,0.32100265533368466
0.8667661522171465,0.33438520840922614
0.8807606411789746,0.33875287355752043
0.9018982881343574,0.3395868162091374
0.9597669742377023,0.13749917281751478
0.9388323524588366,0.15379753729003476
0.9439315713330925,0.13526774095581476
0.8773070630861715,0.4336605031841148
0.8689803319416808,0.42337432390629437
0.8590189664874853,0.40572868112700483
0.8472476546446247,0.4201046758643599
0.8519558437057629,0.4389230210348028
0.8695199992538976,0.4473689522754265
0.8256625176333582,0.19702366352849454
0.8712837638145751,0.35747495642794896
0.8662104480731928,0.3763403125322122
0.857102482288652,0.38695547385333157
0.859313508253304,0.36511516557562756
0.9327976668971024,0.444381831232458
0.9425662493929531,0.4288912176275941
0.9180946792195125,0.4444597182055487
0.9060716994796123,0.438888793224015
0.900714826358048,0.4573584811973056
0.9161355764716378,0.46192746706835425
0.8850517915740991,0.45035709418719994
0.9439678350105437,0.1222857089678796
0.9265086570412588,0.12911588703169347
0.9583572769144151,0.11508808890130244
0.9293145333277212,0.11532795608097134
0.8509136295322016,0.3002709807710527
0.8514285322407481,0.3161272475532895
0.8418161789848881,0.3272558660093125
0.9010141048818247,0.17031474096599208
0.9546029498909196,0.4150629324788205
0.8361193072957958,0.3006872390342771
0.9446791541046461,0.10932900228287207
0.9323637690350165,0.14194564689978376
0.85241656925248,0.458376977332141
0.8311649710371675,0.43444988446495986
0.838434760739519,0.44526968516368176
0.9517136385536935,0.09232984848917015
0.9651637570910179,0.09971737488405379
0.9304896623388883,0.10101323470207832
0.9906431325651536,0.12004325439279143
0.9767983439633431,0.11612849178362576
