vleft [A/m2],vright [A/m2],freql,freqr
0.0,0.055055055055055056,0.0,0.9923876272784646
0.055055055055055056,0.11011011011011011,0.0,0.0003275351421244952
0.11011011011011011,0.16516516516516516,0.0,0.00018722179034730838
0.16516516516516516,0.22022022022022023,0.0,0.00013443426151322512
0.22022022022022023,0.2752752752752753,0.0,9.47167574924406e-05
0.2752752752752753,0.3303303303303303,0.0,8.792941100750543e-05
0.3303303303303303,0.3853853853853854,0.0,6.61474684751691e-05
0.3853853853853854,0.44044044044044045,0.0,6.386824122188146e-05
0.44044044044044045,0.4954954954954955,0.0,4.883476286508633e-05
0.4954954954954955,0.5505505505505506,0.0,4.689376536578022e-05
0.5505505505505506,0.6056056056056056,0.0,4.418999558932406e-05
0.6056056056056056,0.6606606606606606,0.0,3.701626039287167e-05
0.6606606606606606,0.7157157157157157,0.0,4.1320969851923216e-05
0.7157157157157157,0.7707707707707708,0.0,2.5835095438645965e-05
0.7707707707707708,0.8258258258258259,0.0,3.668742795513213e-05
0.8258258258258259,0.8808808808808809,0.0,2.827664566919224e-05
0.8808808808808809,0.9359359359359359,0.0,2.2825369332331617e-05
0.9359359359359359,0.990990990990991,0.0,2.9230484807763494e-05
0.990990990990991,1.0460460460460461,0.0,2.0098355649760208e-05
1.0460460460460461,1.1011011011011012,0.0,1.9665585059930467e-05
1.1011011011011012,1.1561561561561562,0.0,2.492295576733639e-05
1.1561561561561562,1.2112112112112112,0.0,2.0766639312828992e-05
1.2112112112112112,1.2662662662662663,0.0,2.2197602340462543e-05
1.2662662662662663,1.3213213213213213,0.0,2.270771210946987e-05
1.3213213213213213,1.3763763763763763,0.0,1.3574163222919177e-05
1.3763763763763763,1.4314314314314314,0.0,1.424276208736163e-05
1.4314314314314314,1.4864864864864866,0.0,1.8383345132883742e-05
1.4864864864864866,1.5415415415415417,0.0,1.613632885629173e-05
1.5415415415415417,1.5965965965965967,0.0,1.8785725916615146e-05
1.5965965965965967,1.6516516516516517,0.0,1.278674553718643e-05
1.6516516516516517,1.7067067067067068,0.0,9.432686886371455e-06
1.7067067067067068,1.7617617617617618,0.0,1.5963527049248106e-05
1.7617617617617618,1.8168168168168168,0.0,1.529236928236064e-05
1.8168168168168168,1.8718718718718719,0.0,1.3473148545734766e-05
1.8718718718718719,1.926926926926927,0.0,1.350992015733519e-05
1.926926926926927,1.981981981981982,0.0,1.1312055633889813e-05
1.981981981981982,2.037037037037037,0.0,9.877401492570163e-06
2.037037037037037,2.0920920920920922,0.0,1.645652866486778e-05
2.0920920920920922,2.1471471471471473,0.0,9.450143905058633e-06
2.1471471471471473,2.2022022022022023,0.0,7.879200011442279e-06
2.2022022022022023,2.2572572572572573,0.0,1.0308270391564294e-05
2.2572572572572573,2.3123123123123124,0.0,8.635112262279965e-06
2.3123123123123124,2.3673673673673674,0.0,9.83807746610419e-06
2.3673673673673674,2.4224224224224224,0.0,1.2052214950402813e-05
2.4224224224224224,2.4774774774774775,0.0,6.970678607724383e-06
2.4774774774774775,2.5325325325325325,0.0,1.0460882823263106e-05
2.5325325325325325,2.5875875875875876,0.0,1.4309399383630634e-05
2.5875875875875876,2.6426426426426426,0.0,9.552448904357452e-06
2.6426426426426426,2.6976976976976976,0.0,8.125621923150418e-06
2.6976976976976976,2.7527527527527527,0.0,9.265517702300412e-06
2.7527527527527527,2.8078078078078077,0.0,9.106510282270124e-06
2.8078078078078077,2.8628628628628627,0.0,7.907989689215811e-06
2.8628628628628627,2.9179179179179178,0.0,6.86021984594213e-06
2.9179179179179178,2.9729729729729732,0.0,8.287619081502305e-06
2.9729729729729732,3.0280280280280283,0.0,5.739152687046912e-06
3.0280280280280283,3.0830830830830833,0.0,6.0689469605079645e-06
3.0830830830830833,3.1381381381381384,0.0,8.906819106647445e-06
3.1381381381381384,3.1931931931931934,0.0,6.512389435537673e-06
3.1931931931931934,3.2482482482482484,0.0,1.0072967051034556e-05
3.2482482482482484,3.3033033033033035,0.0,5.123255062627971e-06
3.3033033033033035,3.3583583583583585,0.0,6.78455447973092e-06
3.3583583583583585,3.4134134134134135,0.0,7.4137067462109506e-06
3.4134134134134135,3.4684684684684686,0.0,4.84106528936537e-06
3.4684684684684686,3.5235235235235236,0.0,3.894078289195962e-06
3.5235235235235236,3.5785785785785786,0.0,7.929030848135598e-06
3.5785785785785786,3.6336336336336337,0.0,1.4544124884760212e-05
3.6336336336336337,3.6886886886886887,0.0,6.471166732988901e-06
3.6886886886886887,3.7437437437437437,0.0,4.352192692348215e-06
3.7437437437437437,3.798798798798799,0.0,7.4121409287674745e-06
3.798798798798799,3.853853853853854,0.0,7.870476015758887e-06
3.853853853853854,3.908908908908909,0.0,5.1679937856418105e-06
3.908908908908909,3.963963963963964,0.0,4.238919508638941e-06
3.963963963963964,4.019019019019019,0.0,7.888808361972821e-06
4.019019019019019,4.074074074074074,0.0,5.657581777643271e-06
4.074074074074074,4.129129129129129,0.0,4.530357167397303e-06
4.129129129129129,4.1841841841841845,0.0,3.4027186908318082e-06
4.1841841841841845,4.2392392392392395,0.0,6.386683667105292e-06
4.2392392392392395,4.2942942942942945,0.0,4.2103361524390206e-06
4.2942942942942945,4.34934934934935,0.0,5.629347213800176e-06
4.34934934934935,4.404404404404405,0.0,7.724185671029549e-06
4.404404404404405,4.45945945945946,0.0,4.830301454168441e-06
4.45945945945946,4.514514514514515,0.0,4.326605864599103e-06
4.514514514514515,4.56956956956957,0.0,6.83708551289048e-06
4.56956956956957,4.624624624624625,0.0,6.4840188629319515e-06
4.624624624624625,4.67967967967968,0.0,6.0428534096913916e-06
4.67967967967968,4.734734734734735,0.0,4.78259843506525e-06
4.734734734734735,4.78978978978979,0.0,5.5197796053898085e-06
4.78978978978979,4.844844844844845,0.0,4.389529453065798e-06
4.844844844844845,4.8998998998999,0.0,2.6070690420603013e-06
4.8998998998999,4.954954954954955,0.0,4.338184320848212e-06
4.954954954954955,5.01001001001001,0.0,2.172669108342922e-06
5.01001001001001,5.065065065065065,0.0,5.67724954950968e-06
5.065065065065065,5.12012012012012,0.0,7.005860928501805e-06
5.12012012012012,5.175175175175175,0.0,5.616746553460107e-06
5.175175175175175,5.23023023023023,0.0,8.15567288528587e-06
5.23023023023023,5.285285285285285,0.0,5.634509971722763e-06
5.285285285285285,5.34034034034034,0.0,4.8092751737268384e-06
5.34034034034034,5.395395395395395,0.0,2.6120564958620676e-06
5.395395395395395,5.45045045045045,0.0,3.90521264290355e-06
5.45045045045045,5.505505505505505,0.0,3.873889268543304e-06
5.505505505505505,5.56056056056056,0.0,5.198230214696331e-06
5.56056056056056,5.615615615615615,0.0,2.939366323759858e-06
5.615615615615615,5.67067067067067,0.0,3.891886606958251e-06
5.67067067067067,5.7257257257257255,0.0,4.127308827449777e-06
5.7257257257257255,5.7807807807807805,0.0,3.7869291138719956e-06
5.7807807807807805,5.8358358358358355,0.0,3.9264265055033655e-06
5.8358358358358355,5.8908908908908915,0.0,5.236651007202815e-06
5.8908908908908915,5.9459459459459465,0.0,4.837003376798064e-06
5.9459459459459465,6.0010010010010015,0.0,4.247531337731798e-06
6.0010010010010015,6.056056056056057,0.0,3.890311057211248e-06
6.056056056056057,6.111111111111112,0.0,2.511196397729494e-06
6.111111111111112,6.166166166166167,0.0,2.1635668657023905e-06
6.166166166166167,6.221221221221222,0.0,3.4540982710871884e-06
6.221221221221222,6.276276276276277,0.0,3.4055709507331294e-06
6.276276276276277,6.331331331331332,0.0,3.0690850835937385e-06
6.331331331331332,6.386386386386387,0.0,4.714214018512061e-06
6.386386386386387,6.441441441441442,0.0,2.958065499521387e-06
6.441441441441442,6.496496496496497,0.0,2.557972682057758e-06
6.496496496496497,6.551551551551552,0.0,3.045055596156363e-06
6.551551551551552,6.606606606606607,0.0,5.578735675993964e-06
6.606606606606607,6.661661661661662,0.0,3.4159893638969237e-06
6.661661661661662,6.716716716716717,0.0,2.550958594067143e-06
6.716716716716717,6.771771771771772,0.0,2.465821901295925e-06
6.771771771771772,6.826826826826827,0.0,5.503531995717959e-06
6.826826826826827,6.881881881881882,0.0,4.347979858385732e-06
6.881881881881882,6.936936936936937,0.0,2.591260104275069e-06
6.936936936936937,6.991991991991992,0.0,2.5352715269878115e-06
6.991991991991992,7.047047047047047,0.0,3.076859053126783e-06
7.047047047047047,7.102102102102102,0.0,1.2982481959854914e-06
7.102102102102102,7.157157157157157,0.0,4.6254238727828744e-06
7.157157157157157,7.212212212212212,0.0,3.3534936656484304e-06
7.212212212212212,7.267267267267267,0.0,4.714615178609886e-06
7.267267267267267,7.322322322322322,0.0,2.9965281830208098e-06
7.322322322322322,7.377377377377377,0.0,3.525400299224242e-06
7.377377377377377,7.4324324324324325,0.0,4.75107216392046e-06
7.4324324324324325,7.4874874874874875,0.0,1.7181169246640646e-06
7.4874874874874875,7.5425425425425425,0.0,4.275115265315443e-06
7.5425425425425425,7.597597597597598,0.0,3.053574096541914e-06
7.597597597597598,7.652652652652653,0.0,3.6616995774610935e-06
7.652652652652653,7.707707707707708,0.0,4.829783722195433e-06
7.707707707707708,7.762762762762763,0.0,4.779921621535533e-06
7.762762762762763,7.817817817817818,0.0,1.6284110045930385e-06
7.817817817817818,7.872872872872873,0.0,1.647067655042102e-06
7.872872872872873,7.927927927927928,0.0,3.829180609150995e-06
7.927927927927928,7.982982982982983,0.0,3.457990325877922e-06
7.982982982982983,8.038038038038039,0.0,2.5463656806892475e-06
8.038038038038039,8.093093093093094,0.0,4.248348129348717e-06
8.093093093093094,8.148148148148149,0.0,1.6672750749548072e-06
8.148148148148149,8.203203203203204,0.0,1.3170141302713697e-06
8.203203203203204,8.258258258258259,0.0,1.273523015135971e-06
8.258258258258259,8.313313313313314,0.0,6.3373069168475695e-06
8.313313313313314,8.368368368368369,0.0,2.8550817281047223e-06
8.368368368368369,8.423423423423424,0.0,2.855161147252898e-06
8.423423423423424,8.478478478478479,0.0,3.052656965358976e-06
8.478478478478479,8.533533533533534,0.0,1.2857328129829754e-06
8.533533533533534,8.588588588588589,0.0,2.2578646444568198e-06
8.588588588588589,8.643643643643644,0.0,3.4923059435260084e-06
8.643643643643644,8.6986986986987,0.0,3.6989344292852643e-06
8.6986986986987,8.753753753753754,0.0,4.264274077042068e-06
8.753753753753754,8.80880880880881,0.0,2.5937541386758835e-06
8.80880880880881,8.863863863863864,0.0,3.0018008071528842e-06
8.863863863863864,8.91891891891892,0.0,2.4925896909111137e-06
8.91891891891892,8.973973973973974,0.0,3.426661797330501e-06
8.973973973973974,9.02902902902903,0.0,3.049402124116999e-06
9.02902902902903,9.084084084084084,0.0,1.726345246435148e-06
9.084084084084084,9.13913913913914,0.0,1.753791155344642e-06
9.13913913913914,9.194194194194194,0.0,2.9734944021398792e-06
9.194194194194194,9.24924924924925,0.0,3.062207420421961e-06
9.24924924924925,9.304304304304305,0.0,2.1336624739992928e-06
9.304304304304305,9.35935935935936,0.0,1.3137168985240069e-06
9.35935935935936,9.414414414414415,0.0,7.837601908541587e-07
9.414414414414415,9.46946946946947,0.0,4.411354956579289e-06
9.46946946946947,9.524524524524525,0.0,2.3753032518238822e-06
9.524524524524525,9.57957957957958,0.0,8.71790336198364e-07
9.57957957957958,9.634634634634635,0.0,2.6156650138629163e-06
9.634634634634635,9.68968968968969,0.0,3.5259577341554085e-06
9.68968968968969,9.744744744744745,0.0,3.1347541601939792e-06
9.744744744744745,9.7997997997998,0.0,2.1979015417369446e-06
9.7997997997998,9.854854854854855,0.0,2.178153943196768e-06
9.854854854854855,9.90990990990991,0.0,3.527142555482695e-06
9.90990990990991,9.964964964964965,0.0,1.7307473599389538e-06
9.964964964964965,10.02002002002002,0.0,4.277045254961941e-07
10.02002002002002,10.075075075075075,0.0,4.328078940453178e-06
10.075075075075075,10.13013013013013,0.0,3.065143339570803e-06
10.13013013013013,10.185185185185185,0.0,3.034666136638636e-06
10.185185185185185,10.24024024024024,0.0,2.5733907634583247e-06
10.24024024024024,10.295295295295295,0.0,1.7621645292281378e-06
10.295295295295295,10.35035035035035,0.0,3.340064342283088e-06
10.35035035035035,10.405405405405405,0.0,2.5870463864673457e-06
10.405405405405405,10.46046046046046,0.0,1.3249302436319723e-06
10.46046046046046,10.515515515515515,0.0,8.679190692512222e-07
10.515515515515515,10.57057057057057,0.0,1.6761662585148945e-06
10.57057057057057,10.625625625625625,0.0,2.5328640231501505e-06
10.625625625625625,10.68068068068068,0.0,2.58325806055688e-06
10.68068068068068,10.735735735735735,0.0,1.6480808442167753e-06
10.735735735735735,10.79079079079079,0.0,3.155581099786266e-06
10.79079079079079,10.845845845845846,0.0,2.2098229035411674e-06
